14028S_operons	D23580_operons	LT2_operons	SL1344_operons	ST4-74_operons
14028S---operon_1073	D23580---operon_1777	LT2---operon_2429	SL1344---operon_1956	ST4-74---operon_2501
14028S---operon_845	D23580---operon_2336	LT2---operon_1287	SL1344---operon_1933	ST4-74---operon_2439
14028S---operon_1148	D23580---operon_1549	LT2---operon_951	SL1344---operon_857	ST4-74---operon_2451
14028S---operon_2106	D23580---operon_1413	LT2---operon_1029	SL1344---operon_977	ST4-74---operon_2362
14028S---operon_2797	D23580---operon_1127	LT2---operon_1578	SL1344---operon_2751	ST4-74---operon_2658
14028S---operon_334	D23580---operon_346	LT2---operon_332	SL1344---operon_337	ST4-74---operon_348
14028S---operon_124	D23580---operon_136	LT2---operon_127	SL1344---operon_126	ST4-74---operon_134
14028S---operon_2566	D23580---operon_854	LT2---operon_1435	SL1344---operon_824	ST4-74---operon_1659
14028S---operon_2606	D23580---operon_925	LT2---operon_1561	SL1344---operon_1877	ST4-74---operon_978
14028S---operon_2093	D23580---operon_2722	LT2---operon_2105	SL1344---operon_1550	ST4-74---operon_1177
14028S---operon_2310	D23580---operon_1493	LT2---operon_2029	SL1344---operon_887	ST4-74---operon_1725
14028S---operon_1231	D23580---operon_2139	LT2---operon_876	SL1344---operon_1130	ST4-74---operon_1613
14028S---operon_2248	D23580---operon_1978	LT2---operon_1043	SL1344---operon_2018	ST4-74---operon_1859
14028S---operon_2823	D23580---operon_1207	LT2---operon_1823	SL1344---operon_1764	ST4-74---operon_1360
14028S---operon_516	D23580---operon_538	LT2---operon_526	SL1344---operon_511	ST4-74---operon_538
14028S---operon_2619	D23580---operon_1328	LT2---operon_1624	SL1344---operon_1507	ST4-74---operon_1448
14028S---operon_2837	D23580---operon_1866	LT2---operon_2660	SL1344---operon_1504	ST4-74---operon_1473
14028S---operon_2083	D23580---operon_2659	LT2---operon_1424	SL1344---operon_2110	ST4-74---operon_2300
14028S---operon_1744	D23580---operon_2292	LT2---operon_1810	SL1344---operon_2873	ST4-74---operon_1110
14028S---operon_1736	D23580---operon_1586	LT2---operon_1465	SL1344---operon_933	ST4-74---operon_1270
14028S---operon_2503	D23580---operon_1076	LT2---operon_2609	SL1344---operon_1972	ST4-74---operon_997
14028S---operon_1725	D23580---operon_2276	LT2---operon_2169	SL1344---operon_971	ST4-74---operon_1249
14028S---operon_1056	D23580---operon_2499	LT2---operon_2304	SL1344---operon_1992	ST4-74---operon_2307
14028S---operon_2508	D23580---operon_2106	LT2---operon_1884	SL1344---operon_1964	ST4-74---operon_1552
14028S---operon_900	D23580---operon_1588	LT2---operon_1141	SL1344---operon_1303	ST4-74---operon_1221
14028S---operon_905	D23580---operon_2520	LT2---operon_1894	SL1344---operon_1453	ST4-74---operon_868
14028S---operon_650	D23580---operon_678	LT2---operon_676	SL1344---operon_656	ST4-74---operon_685
14028S---operon_2694	D23580---operon_1311	LT2---operon_906	SL1344---operon_2564	ST4-74---operon_1912
14028S---operon_1607	D23580---operon_2136	LT2---operon_1953	SL1344---operon_894	ST4-74---operon_1214
14028S---operon_2678	D23580---operon_1900	LT2---operon_1425	SL1344---operon_2369	ST4-74---operon_1878
14028S---operon_2753	D23580---operon_1950	LT2---operon_2093	SL1344---operon_1449	ST4-74---operon_1218
14028S---operon_1209	D23580---operon_2527	LT2---operon_1275	SL1344---operon_2150	ST4-74---operon_2531
14028S---operon_2039	D23580---operon_1138	LT2---operon_2156	SL1344---operon_2326	ST4-74---operon_2276
14028S---operon_1704	D23580---operon_1205	LT2---operon_1972	SL1344---operon_1137	ST4-74---operon_1175
14028S---operon_1769	D23580---operon_2138	LT2---operon_2710	SL1344---operon_2158	ST4-74---operon_1376
14028S---operon_940	D23580---operon_2502	LT2---operon_1035	SL1344---operon_1614	ST4-74---operon_1243
14028S---operon_2711	D23580---operon_2671	LT2---operon_2048	SL1344---operon_1876	ST4-74---operon_1391
14028S---operon_819	D23580---operon_2248	LT2---operon_854	SL1344---operon_1863	ST4-74---operon_1516
14028S---operon_1780	D23580---operon_984	LT2---operon_1500	SL1344---operon_1776	ST4-74---operon_1894
14028S---operon_2856	D23580---operon_2424	LT2---operon_1231	SL1344---operon_1531	ST4-74---operon_1845
14028S---operon_2105	D23580---operon_2065	LT2---operon_1777	SL1344---operon_1778	ST4-74---operon_1567
14028S---operon_2712	D23580---operon_1664	LT2---operon_2644	SL1344---operon_1585	ST4-74---operon_1461
14028S---operon_1383	D23580---operon_2291	LT2---operon_2219	SL1344---operon_2601	ST4-74---operon_1589
14028S---operon_230	D23580---operon_232	LT2---operon_223	SL1344---operon_224	ST4-74---operon_235
14028S---operon_1901	D23580---operon_1247	LT2---operon_2680	SL1344---operon_2004	ST4-74---operon_1287
14028S---operon_2453	D23580---operon_2795	LT2---operon_2614	SL1344---operon_2596	ST4-74---operon_1584
14028S---operon_286	D23580---operon_291	LT2---operon_281	SL1344---operon_287	ST4-74---operon_299
14028S---operon_311	D23580---operon_318	LT2---operon_306	SL1344---operon_313	ST4-74---operon_326
14028S---operon_958	D23580---operon_1344	LT2---operon_2763	SL1344---operon_954	ST4-74---operon_2494
14028S---operon_1582	D23580---operon_1776	LT2---operon_1939	SL1344---operon_2533	ST4-74---operon_999
14028S---operon_1384	D23580---operon_2453	LT2---operon_2675	SL1344---operon_1733	ST4-74---operon_1440
14028S---operon_2832	D23580---operon_1417	LT2---operon_1167	SL1344---operon_1701	ST4-74---operon_2158
14028S---operon_1225	D23580---operon_2369	LT2---operon_1816	SL1344---operon_1330	ST4-74---operon_1906
14028S---operon_1036	D23580---operon_1232	LT2---operon_2121	SL1344---operon_872	ST4-74---operon_2583
14028S---operon_2828	D23580---operon_2588	LT2---operon_1577	SL1344---operon_1562	ST4-74---operon_2249
14028S---operon_1107	D23580---operon_2670	LT2---operon_930	SL1344---operon_1018	ST4-74---operon_1941
14028S---operon_906	D23580---operon_1946	LT2---operon_1919	SL1344---operon_2203	ST4-74---operon_1294
14028S---operon_2592	D23580---operon_1507	LT2---operon_2159	SL1344---operon_1897	ST4-74---operon_1319
14028S---operon_572	D23580---operon_599	LT2---operon_595	SL1344---operon_577	ST4-74---operon_608
14028S---operon_394	D23580---operon_413	LT2---operon_400	SL1344---operon_395	ST4-74---operon_415
14028S---operon_903	D23580---operon_1854	LT2---operon_1069	SL1344---operon_2874	ST4-74---operon_1283
14028S---operon_295	D23580---operon_303	LT2---operon_290	SL1344---operon_299	ST4-74---operon_311
14028S---operon_744	D23580---operon_771	LT2---operon_762	SL1344---operon_740	ST4-74---operon_783
14028S---operon_2440	D23580---operon_2694	LT2---operon_872	SL1344---operon_1731	ST4-74---operon_1282
14028S---operon_2911	D23580---operon_2624	LT2---operon_2009	SL1344---operon_2147	ST4-74---operon_1669
14028S---operon_2715	D23580---operon_985	LT2---operon_1675	SL1344---operon_2945	ST4-74---operon_1354
14028S---operon_1677	D23580---operon_2041	LT2---operon_1345	SL1344---operon_2870	ST4-74---operon_2421
14028S---operon_1684	D23580---operon_1170	LT2---operon_1246	SL1344---operon_924	ST4-74---operon_1126
14028S---operon_1360	D23580---operon_1591	LT2---operon_2616	SL1344---operon_1390	ST4-74---operon_1779
14028S---operon_1797	D23580---operon_1269	LT2---operon_2140	SL1344---operon_2032	ST4-74---operon_2389
14028S---operon_2183	D23580---operon_1118	LT2---operon_979	SL1344---operon_1402	ST4-74---operon_1023
14028S---operon_2098	D23580---operon_1386	LT2---operon_2478	SL1344---operon_2930	ST4-74---operon_2259
14028S---operon_2394	D23580---operon_1750	LT2---operon_1699	SL1344---operon_1789	ST4-74---operon_2706
14028S---operon_1846	D23580---operon_2774	LT2---operon_1540	SL1344---operon_2042	ST4-74---operon_2285
14028S---operon_1435	D23580---operon_1665	LT2---operon_2707	SL1344---operon_2098	ST4-74---operon_1917
14028S---operon_573	D23580---operon_600	LT2---operon_597	SL1344---operon_578	ST4-74---operon_609
14028S---operon_661	D23580---operon_689	LT2---operon_680	SL1344---operon_665	ST4-74---operon_694
14028S---operon_2802	D23580---operon_2330	LT2---operon_2427	SL1344---operon_2983	ST4-74---operon_1741
14028S---operon_2112	D23580---operon_2681	LT2---operon_904	SL1344---operon_945	ST4-74---operon_1178
14028S---operon_1020	D23580---operon_2262	LT2---operon_2256	SL1344---operon_2842	ST4-74---operon_1556
14028S---operon_217	D23580---operon_220	LT2---operon_211	SL1344---operon_212	ST4-74---operon_221
14028S---operon_2591	D23580---operon_2179	LT2---operon_1403	SL1344---operon_870	ST4-74---operon_2656
14028S---operon_59	D23580---operon_71	LT2---operon_60	SL1344---operon_58	ST4-74---operon_62
14028S---operon_2652	D23580---operon_1672	LT2---operon_1527	SL1344---operon_1194	ST4-74---operon_1801
14028S---operon_2731	D23580---operon_1825	LT2---operon_2629	SL1344---operon_1025	ST4-74---operon_1676
14028S---operon_1052	D23580---operon_2582	LT2---operon_2180	SL1344---operon_2189	ST4-74---operon_2174
14028S---operon_192	D23580---operon_200	LT2---operon_193	SL1344---operon_190	ST4-74---operon_197
14028S---operon_1767	D23580---operon_2447	LT2---operon_2302	SL1344---operon_1185	ST4-74---operon_1138
14028S---operon_838	D23580---operon_2601	LT2---operon_1811	SL1344---operon_932	ST4-74---operon_1736
14028S---operon_1091	D23580---operon_1123	LT2---operon_2446	SL1344---operon_1109	ST4-74---operon_2196
14028S---operon_2578	D23580---operon_2553	LT2---operon_2241	SL1344---operon_2666	ST4-74---operon_1199
14028S---operon_2283	D23580---operon_2183	LT2---operon_877	SL1344---operon_987	ST4-74---operon_2659
14028S---operon_2016	D23580---operon_2311	LT2---operon_1134	SL1344---operon_2225	ST4-74---operon_1475
14028S---operon_1606	D23580---operon_1905	LT2---operon_910	SL1344---operon_1120	ST4-74---operon_1791
14028S---operon_1586	D23580---operon_2764	LT2---operon_2402	SL1344---operon_2987	ST4-74---operon_2185
14028S---operon_880	D23580---operon_2761	LT2---operon_1038	SL1344---operon_1878	ST4-74---operon_2717
14028S---operon_2359	D23580---operon_2757	LT2---operon_1426	SL1344---operon_1886	ST4-74---operon_1069
14028S---operon_1760	D23580---operon_2363	LT2---operon_1980	SL1344---operon_1572	ST4-74---operon_2018
14028S---operon_690	D23580---operon_716	LT2---operon_705	SL1344---operon_692	ST4-74---operon_725
14028S---operon_2234	D23580---operon_1203	LT2---operon_1754	SL1344---operon_1436	ST4-74---operon_2527
14028S---operon_1734	D23580---operon_1633	LT2---operon_2203	SL1344---operon_2663	ST4-74---operon_2005
14028S---operon_191	D23580---operon_199	LT2---operon_192	SL1344---operon_189	ST4-74---operon_196
14028S---operon_2262	D23580---operon_1997	LT2---operon_1775	SL1344---operon_2948	ST4-74---operon_1312
14028S---operon_2062	D23580---operon_2788	LT2---operon_1163	SL1344---operon_2544	ST4-74---operon_1051
14028S---operon_2128	D23580---operon_879	LT2---operon_2647	SL1344---operon_1756	ST4-74---operon_1857
14028S---operon_1638	D23580---operon_2475	LT2---operon_2044	SL1344---operon_2640	ST4-74---operon_2342
14028S---operon_255	D23580---operon_257	LT2---operon_250	SL1344---operon_254	ST4-74---operon_267
14028S---operon_1977	D23580---operon_1577	LT2---operon_2754	SL1344---operon_2458	ST4-74---operon_1585
14028S---operon_934	D23580---operon_1963	LT2---operon_2737	SL1344---operon_2316	ST4-74---operon_1034
14028S---operon_2746	D23580---operon_1667	LT2---operon_2667	SL1344---operon_1043	ST4-74---operon_1623
14028S---operon_355	D23580---operon_366	LT2---operon_353	SL1344---operon_357	ST4-74---operon_370
14028S---operon_1956	D23580---operon_2430	LT2---operon_1763	SL1344---operon_2535	ST4-74---operon_1111
14028S---operon_598	D23580---operon_624	LT2---operon_619	SL1344---operon_602	ST4-74---operon_631
14028S---operon_850	D23580---operon_2162	LT2---operon_2424	SL1344---operon_901	ST4-74---operon_1238
14028S---operon_945	D23580---operon_1467	LT2---operon_1878	SL1344---operon_1552	ST4-74---operon_1234
14028S---operon_1608	D23580---operon_2727	LT2---operon_2202	SL1344---operon_2328	ST4-74---operon_2115
14028S---operon_799	D23580---operon_834	LT2---operon_819	SL1344---operon_794	ST4-74---operon_845
14028S---operon_853	D23580---operon_1688	LT2---operon_2440	SL1344---operon_1163	ST4-74---operon_1466
14028S---operon_1510	D23580---operon_1317	LT2---operon_2046	SL1344---operon_877	ST4-74---operon_1209
14028S---operon_264	D23580---operon_268	LT2---operon_262	SL1344---operon_266	ST4-74---operon_278
14028S---operon_2556	D23580---operon_1024	LT2---operon_2370	SL1344---operon_2433	ST4-74---operon_1600
14028S---operon_2316	D23580---operon_1926	LT2---operon_1268	SL1344---operon_2729	ST4-74---operon_1244
14028S---operon_2597	D23580---operon_1646	LT2---operon_2006	SL1344---operon_2929	ST4-74---operon_877
14028S---operon_2182	D23580---operon_1443	LT2---operon_1615	SL1344---operon_1681	ST4-74---operon_2212
14028S---operon_1966	D23580---operon_2354	LT2---operon_2187	SL1344---operon_2359	ST4-74---operon_2216
14028S---operon_2494	D23580---operon_1362	LT2---operon_1646	SL1344---operon_2175	ST4-74---operon_1990
14028S---operon_408	D23580---operon_428	LT2---operon_415	SL1344---operon_407	ST4-74---operon_430
14028S---operon_1629	D23580---operon_1391	LT2---operon_1434	SL1344---operon_2069	ST4-74---operon_2673
14028S---operon_1081	D23580---operon_983	LT2---operon_2434	SL1344---operon_1680	ST4-74---operon_1739
14028S---operon_1443	D23580---operon_2682	LT2---operon_2126	SL1344---operon_2521	ST4-74---operon_1137
14028S---operon_1442	D23580---operon_1565	LT2---operon_1012	SL1344---operon_1434	ST4-74---operon_1145
14028S---operon_2885	D23580---operon_2591	LT2---operon_1622	SL1344---operon_2086	ST4-74---operon_1491
14028S---operon_1711	D23580---operon_1994	LT2---operon_945	SL1344---operon_2067	ST4-74---operon_2315
14028S---operon_2758	D23580---operon_1636	LT2---operon_2739	SL1344---operon_2980	ST4-74---operon_1783
14028S---operon_1485	D23580---operon_1393	LT2---operon_2387	SL1344---operon_1251	ST4-74---operon_2600
14028S---operon_1523	D23580---operon_1601	LT2---operon_2586	SL1344---operon_2313	ST4-74---operon_2140
14028S---operon_1548	D23580---operon_1155	LT2---operon_2325	SL1344---operon_1628	ST4-74---operon_2456
14028S---operon_2447	D23580---operon_847	LT2---operon_1441	SL1344---operon_2934	ST4-74---operon_1426
14028S---operon_1705	D23580---operon_2562	LT2---operon_1338	SL1344---operon_2990	ST4-74---operon_865
14028S---operon_783	D23580---operon_814	LT2---operon_803	SL1344---operon_778	ST4-74---operon_828
14028S---operon_2717	D23580---operon_2151	LT2---operon_2081	SL1344---operon_1804	ST4-74---operon_1681
14028S---operon_634	D23580---operon_660	LT2---operon_656	SL1344---operon_641	ST4-74---operon_669
14028S---operon_2473	D23580---operon_2652	LT2---operon_1437	SL1344---operon_2709	ST4-74---operon_2109
14028S---operon_2785	D23580---operon_2082	LT2---operon_1994	SL1344---operon_2657	ST4-74---operon_1411
14028S---operon_2227	D23580---operon_2495	LT2---operon_1314	SL1344---operon_2475	ST4-74---operon_1576
14028S---operon_1050	D23580---operon_2379	LT2---operon_932	SL1344---operon_2697	ST4-74---operon_2572
14028S---operon_1240	D23580---operon_2176	LT2---operon_1447	SL1344---operon_2484	ST4-74---operon_1485
14028S---operon_1227	D23580---operon_1323	LT2---operon_2320	SL1344---operon_1544	ST4-74---operon_2346
14028S---operon_1085	D23580---operon_2103	LT2---operon_2652	SL1344---operon_1761	ST4-74---operon_1983
14028S---operon_2361	D23580---operon_2247	LT2---operon_1487	SL1344---operon_992	ST4-74---operon_2647
14028S---operon_2752	D23580---operon_880	LT2---operon_2448	SL1344---operon_2337	ST4-74---operon_1871
14028S---operon_1494	D23580---operon_1721	LT2---operon_1196	SL1344---operon_1697	ST4-74---operon_1583
14028S---operon_2613	D23580---operon_1910	LT2---operon_2095	SL1344---operon_1042	ST4-74---operon_1141
14028S---operon_1681	D23580---operon_2403	LT2---operon_873	SL1344---operon_1035	ST4-74---operon_2509
14028S---operon_2161	D23580---operon_1816	LT2---operon_1654	SL1344---operon_2212	ST4-74---operon_1434
14028S---operon_159	D23580---operon_165	LT2---operon_155	SL1344---operon_152	ST4-74---operon_160
14028S---operon_1239	D23580---operon_2318	LT2---operon_1270	SL1344---operon_2025	ST4-74---operon_854
14028S---operon_1849	D23580---operon_1690	LT2---operon_2079	SL1344---operon_831	ST4-74---operon_1973
14028S---operon_2053	D23580---operon_2394	LT2---operon_996	SL1344---operon_2123	ST4-74---operon_1299
14028S---operon_1942	D23580---operon_1216	LT2---operon_1130	SL1344---operon_1162	ST4-74---operon_914
14028S---operon_2434	D23580---operon_950	LT2---operon_1746	SL1344---operon_2410	ST4-74---operon_2107
14028S---operon_1180	D23580---operon_2493	LT2---operon_940	SL1344---operon_1145	ST4-74---operon_1537
14028S---operon_2076	D23580---operon_2376	LT2---operon_1778	SL1344---operon_949	ST4-74---operon_869
14028S---operon_380	D23580---operon_397	LT2---operon_385	SL1344---operon_382	ST4-74---operon_400
14028S---operon_238	D23580---operon_240	LT2---operon_233	SL1344---operon_238	ST4-74---operon_250
14028S---operon_2580	D23580---operon_2796	LT2---operon_1294	SL1344---operon_1490	ST4-74---operon_1399
14028S---operon_2269	D23580---operon_1682	LT2---operon_2055	SL1344---operon_2241	ST4-74---operon_1149
14028S---operon_2623	D23580---operon_1580	LT2---operon_1726	SL1344---operon_2880	ST4-74---operon_2267
14028S---operon_225	D23580---operon_228	LT2---operon_220	SL1344---operon_220	ST4-74---operon_230
14028S---operon_384	D23580---operon_401	LT2---operon_389	SL1344---operon_386	ST4-74---operon_404
14028S---operon_1605	D23580---operon_2435	LT2---operon_1536	SL1344---operon_2370	ST4-74---operon_1742
14028S---operon_796	D23580---operon_831	LT2---operon_816	SL1344---operon_791	ST4-74---operon_842
14028S---operon_2834	D23580---operon_2798	LT2---operon_1342	SL1344---operon_810	ST4-74---operon_2360
14028S---operon_1636	D23580---operon_1261	LT2---operon_2495	SL1344---operon_1592	ST4-74---operon_1147
14028S---operon_235	D23580---operon_237	LT2---operon_231	SL1344---operon_236	ST4-74---operon_247
14028S---operon_292	D23580---operon_301	LT2---operon_287	SL1344---operon_295	ST4-74---operon_307
14028S---operon_2218	D23580---operon_1593	LT2---operon_2622	SL1344---operon_1409	ST4-74---operon_1848
14028S---operon_1370	D23580---operon_1627	LT2---operon_985	SL1344---operon_2708	ST4-74---operon_1292
14028S---operon_2390	D23580---operon_1990	LT2---operon_1317	SL1344---operon_2239	ST4-74---operon_1539
14028S---operon_1855	D23580---operon_1389	LT2---operon_2104	SL1344---operon_1022	ST4-74---operon_2077
14028S---operon_2567	D23580---operon_1822	LT2---operon_2565	SL1344---operon_826	ST4-74---operon_1212
14028S---operon_1460	D23580---operon_1976	LT2---operon_2144	SL1344---operon_2434	ST4-74---operon_1183
14028S---operon_1544	D23580---operon_1279	LT2---operon_2437	SL1344---operon_2171	ST4-74---operon_1207
14028S---operon_1037	D23580---operon_2485	LT2---operon_975	SL1344---operon_2692	ST4-74---operon_1334
14028S---operon_2321	D23580---operon_1945	LT2---operon_1409	SL1344---operon_2469	ST4-74---operon_2112
14028S---operon_2038	D23580---operon_1316	LT2---operon_2292	SL1344---operon_1213	ST4-74---operon_2139
14028S---operon_1336	D23580---operon_852	LT2---operon_2406	SL1344---operon_2162	ST4-74---operon_1210
14028S---operon_1141	D23580---operon_1502	LT2---operon_2409	SL1344---operon_1426	ST4-74---operon_2555
14028S---operon_746	D23580---operon_774	LT2---operon_764	SL1344---operon_742	ST4-74---operon_786
14028S---operon_2491	D23580---operon_1425	LT2---operon_1295	SL1344---operon_868	ST4-74---operon_1773
14028S---operon_2051	D23580---operon_2194	LT2---operon_966	SL1344---operon_1236	ST4-74---operon_1732
14028S---operon_897	D23580---operon_1442	LT2---operon_2653	SL1344---operon_2921	ST4-74---operon_1293
14028S---operon_482	D23580---operon_503	LT2---operon_493	SL1344---operon_478	ST4-74---operon_505
14028S---operon_1656	D23580---operon_1942	LT2---operon_2138	SL1344---operon_2007	ST4-74---operon_1070
14028S---operon_102	D23580---operon_117	LT2---operon_111	SL1344---operon_104	ST4-74---operon_111
14028S---operon_1746	D23580---operon_1658	LT2---operon_2594	SL1344---operon_1728	ST4-74---operon_2217
14028S---operon_2137	D23580---operon_2170	LT2---operon_2701	SL1344---operon_965	ST4-74---operon_2557
14028S---operon_2	D23580---operon_2	LT2---operon_2	SL1344---operon_2	ST4-74---operon_2
