14028S	D23580	LT2	SL1344	ST4-74
STM14_RS17025	D5R57_RS17375	STM3190	SL1344_RS16495	STM474_RS16495
STM14_RS17040	D5R57_RS17390	STM3193	SL1344_RS16510	STM474_RS16510
STM14_RS17045	D5R57_RS17395	STM3194	SL1344_RS16515	STM474_RS16515
STM14_RS17065	D5R57_RS17415	STM3198	SL1344_RS16535	STM474_RS16535
STM14_RS17070	D5R57_RS17420	STM3199	SL1344_RS16540	STM474_RS16540
STM14_RS17090	D5R57_RS17450	STM3203	SL1344_RS16560	STM474_RS16560
STM14_RS17095	D5R57_RS17455	STM3204	SL1344_RS16565	STM474_RS16565
STM14_RS17110	D5R57_RS17470	STM3207	SL1344_RS16580	STM474_RS16580
STM14_RS17120	D5R57_RS17485	STM3209	SL1344_RS16590	STM474_RS16590
STM14_RS17125	D5R57_RS17490	STM3210	SL1344_RS16595	STM474_RS16595
STM14_RS17130	D5R57_RS17495	STM3211	SL1344_RS16600	STM474_RS16600
STM14_RS17150	D5R57_RS17740	STM3215	SL1344_RS16620	STM474_RS16620
STM14_RS17165	D5R57_RS17755	STM3218	SL1344_RS16635	STM474_RS16635
STM14_RS17170	D5R57_RS17760	STM3219	SL1344_RS16640	STM474_RS16640
STM14_RS17180	D5R57_RS17770	STM3221	SL1344_RS16650	STM474_RS16650
STM14_RS17185	D5R57_RS17775	STM3222	SL1344_RS16655	STM474_RS16655
STM14_RS17190	D5R57_RS17780	STM3223	SL1344_RS16660	STM474_RS16660
STM14_RS17195	D5R57_RS17785	STM3224	SL1344_RS16665	STM474_RS16665
STM14_RS17200	D5R57_RS17790	STM3225	SL1344_RS16670	STM474_RS16670
STM14_RS17205	D5R57_RS17800	STM3226	SL1344_RS16675	STM474_RS16675
STM14_RS17210	D5R57_RS17805	STM3227	SL1344_RS16680	STM474_RS16680
STM14_RS17215	D5R57_RS17810	STM3228	SL1344_RS16685	STM474_RS16685
STM14_RS17220	D5R57_RS17815	STM3229	SL1344_RS16690	STM474_RS16690
STM14_RS17225	D5R57_RS17820	STM3230	SL1344_RS16695	STM474_RS16695
STM14_RS17230	D5R57_RS17825	STM3231	SL1344_RS16700	STM474_RS16700
STM14_RS17240	D5R57_RS17835	STM3233	SL1344_RS16710	STM474_RS16710
STM14_RS17245	D5R57_RS17840	STM3234	SL1344_RS16715	STM474_RS16715
STM14_RS17255	D5R57_RS17850	STM3236	SL1344_RS16725	STM474_RS16725
STM14_RS17260	D5R57_RS17855	STM3237	SL1344_RS16730	STM474_RS16730
STM14_RS17320	D5R57_RS17945	STM3250	SL1344_RS16790	STM474_RS16790
STM14_RS17335	D5R57_RS17960	STM3253	SL1344_RS16805	STM474_RS16805
STM14_RS17340	D5R57_RS17965	STM3254	SL1344_RS16810	STM474_RS16810
STM14_RS17350	D5R57_RS18005	STM3261	SL1344_RS16845	STM474_RS16845
STM14_RS17355	D5R57_RS18010	STM3262	SL1344_RS16850	STM474_RS16850
STM14_RS17365	D5R57_RS18020	STM3264	SL1344_RS16860	STM474_RS16860
STM14_RS17370	D5R57_RS18025	STM3265	SL1344_RS16865	STM474_RS16865
STM14_RS17375	D5R57_RS18030	STM3266	SL1344_RS16870	STM474_RS16870
STM14_RS17380	D5R57_RS18035	STM3267	SL1344_RS16875	STM474_RS16875
STM14_RS17390	D5R57_RS18045	STM3269	SL1344_RS16885	STM474_RS16885
STM14_RS17400	D5R57_RS18055	STM3271	SL1344_RS16895	STM474_RS16895
STM14_RS17415	D5R57_RS18070	STM3274	SL1344_RS16910	STM474_RS16910
STM14_RS17420	D5R57_RS18075	STM3275	SL1344_RS16915	STM474_RS16915
STM14_RS17425	D5R57_RS18080	STM3276	SL1344_RS16920	STM474_RS16920
STM14_RS17435	D5R57_RS18090	STM3278	SL1344_RS16930	STM474_RS16930
STM14_RS17495	D5R57_RS18150	STM3290	SL1344_RS16990	STM474_RS16990
STM14_RS17555	D5R57_RS18215	STM3300	SL1344_RS17050	STM474_RS17050
STM14_RS17580	D5R57_RS18240	STM3305	SL1344_RS17075	STM474_RS17075
STM14_RS17585	D5R57_RS18245	STM3306	SL1344_RS17080	STM474_RS17080
STM14_RS17625	D5R57_RS18285	STM3314	SL1344_RS17120	STM474_RS17120
STM14_RS17630	D5R57_RS18290	STM3315	SL1344_RS17125	STM474_RS17125
STM14_RS17635	D5R57_RS18295	STM3316	SL1344_RS17130	STM474_RS17130
STM14_RS17640	D5R57_RS18300	STM3317	SL1344_RS17135	STM474_RS17135
STM14_RS17645	D5R57_RS18305	STM3318	SL1344_RS17140	STM474_RS17140
STM14_RS17650	D5R57_RS18310	STM3319	SL1344_RS17145	STM474_RS17145
STM14_RS17655	D5R57_RS18315	STM3320	SL1344_RS17150	STM474_RS17150
STM14_RS17660	D5R57_RS18320	STM3321	SL1344_RS17155	STM474_RS17155
STM14_RS17665	D5R57_RS18325	STM3322	SL1344_RS17160	STM474_RS17160
STM14_RS17670	D5R57_RS18330	STM3323	SL1344_RS17165	STM474_RS17165
STM14_RS17675	D5R57_RS18335	STM3324	SL1344_RS17170	STM474_RS17170
STM14_RS17680	D5R57_RS18345	STM3325	SL1344_RS17175	STM474_RS17175
STM14_RS17710	D5R57_RS18375	STM3330	SL1344_RS17205	STM474_RS17205
STM14_RS17715	D5R57_RS18380	STM3331	SL1344_RS17210	STM474_RS17210
STM14_RS17720	D5R57_RS18385	STM3332	SL1344_RS17215	STM474_RS17215
STM14_RS17725	D5R57_RS18390	STM3333	SL1344_RS17220	STM474_RS17220
STM14_RS17730	D5R57_RS18395	STM3334	SL1344_RS17225	STM474_RS17225
STM14_RS17795	D5R57_RS18465	STM3347	SL1344_RS17290	STM474_RS17290
STM14_RS17800	D5R57_RS18470	STM3348	SL1344_RS17295	STM474_RS17295
STM14_RS17805	D5R57_RS18475	STM3349	SL1344_RS17300	STM474_RS17300
STM14_RS17860	D5R57_RS18530	STM3360	SL1344_RS17355	STM474_RS17355
STM14_RS17865	D5R57_RS18535	STM3361	SL1344_RS17360	STM474_RS17360
STM14_RS17870	D5R57_RS18540	STM3362	SL1344_RS17365	STM474_RS17365
STM14_RS17895	D5R57_RS18565	STM3367	SL1344_RS17390	STM474_RS17390
STM14_RS17945	D5R57_RS18615	STM3376	SL1344_RS17440	STM474_RS17440
STM14_RS17950	D5R57_RS18620	STM3377	SL1344_RS17445	STM474_RS17445
STM14_RS17955	D5R57_RS18625	STM3378	SL1344_RS17450	STM474_RS17450
STM14_RS17960	D5R57_RS18630	STM3379	SL1344_RS17455	STM474_RS17455
STM14_RS17965	D5R57_RS18635	STM3380	SL1344_RS17460	STM474_RS17460
STM14_RS17970	D5R57_RS18640	STM3381	SL1344_RS17465	STM474_RS17465
STM14_RS17975	D5R57_RS18645	STM3382	SL1344_RS17470	STM474_RS17470
STM14_RS17980	D5R57_RS18650	STM3383	SL1344_RS17475	STM474_RS17475
STM14_RS17985	D5R57_RS18655	STM3384	SL1344_RS17480	STM474_RS17480
STM14_RS17990	D5R57_RS18660	STM3385	SL1344_RS17485	STM474_RS17485
STM14_RS17995	D5R57_RS18665	STM3386	SL1344_RS17490	STM474_RS17490
STM14_RS18000	D5R57_RS18670	STM3387	SL1344_RS17495	STM474_RS17495
STM14_RS18005	D5R57_RS18675	STM3388	SL1344_RS17500	STM474_RS17500
STM14_RS18015	D5R57_RS18685	STM3390	SL1344_RS17510	STM474_RS17510
STM14_RS18025	D5R57_RS18695	STM3392	SL1344_RS17520	STM474_RS17520
STM14_RS18060	D5R57_RS18730	STM3399	SL1344_RS17555	STM474_RS17555
STM14_RS18095	D5R57_RS18765	STM3406	SL1344_RS17590	STM474_RS17590
STM14_RS18100	D5R57_RS18770	STM3407	SL1344_RS17595	STM474_RS17595
STM14_RS18105	D5R57_RS18775	STM3408	SL1344_RS17600	STM474_RS17600
STM14_RS18110	D5R57_RS18780	STM3409	SL1344_RS17605	STM474_RS17605
STM14_RS18115	D5R57_RS18785	STM3410	SL1344_RS17610	STM474_RS17610
STM14_RS18275	D5R57_RS18950	STM3442	SL1344_RS17770	STM474_RS17770
STM14_RS18335	D5R57_RS19020	STM3454	SL1344_RS17830	STM474_RS17830
STM14_RS18360	D5R57_RS19045	STM3459	SL1344_RS17855	STM474_RS17855
STM14_RS18375	D5R57_RS19060	STM3462	SL1344_RS17870	STM474_RS17870
STM14_RS18380	D5R57_RS19065	STM3463	SL1344_RS17875	STM474_RS17875
STM14_RS18385	D5R57_RS19070	STM3464	SL1344_RS17880	STM474_RS17880
STM14_RS18395	D5R57_RS19080	STM3466	SL1344_RS17890	STM474_RS17890
STM14_RS18400	D5R57_RS19085	STM3467	SL1344_RS17895	STM474_RS17895
STM14_RS18430	D5R57_RS19115	STM3473	SL1344_RS17925	STM474_RS17925
STM14_RS18435	D5R57_RS19120	STM3474	SL1344_RS17930	STM474_RS17930
STM14_RS18440	D5R57_RS19125	STM3475	SL1344_RS17935	STM474_RS17935
STM14_RS18445	D5R57_RS19130	STM3476	SL1344_RS17940	STM474_RS17940
STM14_RS18450	D5R57_RS19135	STM3477	SL1344_RS17945	STM474_RS17945
STM14_RS18455	D5R57_RS19140	STM3478	SL1344_RS17950	STM474_RS17950
STM14_RS18465	D5R57_RS19155	STM3480	SL1344_RS17960	STM474_RS17960
STM14_RS18530	D5R57_RS19225	STM3493	SL1344_RS18025	STM474_RS18025
STM14_RS18540	D5R57_RS19235	STM3495	SL1344_RS18035	STM474_RS18035
STM14_RS18545	D5R57_RS19240	STM3496	SL1344_RS18040	STM474_RS18040
STM14_RS18550	D5R57_RS19245	STM3497	SL1344_RS18045	STM474_RS18045
STM14_RS18555	D5R57_RS19250	STM3498	SL1344_RS18050	STM474_RS18050
STM14_RS18565	D5R57_RS19260	STM3500	SL1344_RS18060	STM474_RS18060
STM14_RS18580	D5R57_RS19275	STM3503	SL1344_RS18075	STM474_RS18075
STM14_RS18585	D5R57_RS19280	STM3504	SL1344_RS18080	STM474_RS18080
STM14_RS18590	D5R57_RS19290	STM3505	SL1344_RS18085	STM474_RS18085
STM14_RS18595	D5R57_RS19295	STM3506	SL1344_RS18090	STM474_RS18090
STM14_RS18600	D5R57_RS19300	STM3507	SL1344_RS18095	STM474_RS18095
STM14_RS18605	D5R57_RS19305	STM3508	SL1344_RS18100	STM474_RS18100
STM14_RS18615	D5R57_RS19315	STM3510	SL1344_RS18110	STM474_RS18110
STM14_RS18620	D5R57_RS19320	STM3511	SL1344_RS18115	STM474_RS18115
STM14_RS18625	D5R57_RS19325	STM3512	SL1344_RS18120	STM474_RS18120
STM14_RS18640	D5R57_RS19340	STM3515	SL1344_RS18135	STM474_RS18135
STM14_RS18670	D5R57_RS19370	STM3522	SL1344_RS18165	STM474_RS18165
STM14_RS18690	D5R57_RS19390	STM3526	SL1344_RS18185	STM474_RS18185
STM14_RS18715	D5R57_RS19415	STM3531	SL1344_RS18210	STM474_RS18210
STM14_RS18720	D5R57_RS19420	STM3532	SL1344_RS18215	STM474_RS18215
STM14_RS26180	D5R57_RS19460	STM3540	SL1344_RS26820	STM474_RS26800
STM14_RS18785	D5R57_RS19490	STM3546	SL1344_RS18280	STM474_RS18280
STM14_RS18790	D5R57_RS19495	STM3547	SL1344_RS18285	STM474_RS18285
STM14_RS18795	D5R57_RS19500	STM3548	SL1344_RS18290	STM474_RS18290
STM14_RS18800	D5R57_RS19505	STM3549	SL1344_RS18295	STM474_RS18295
STM14_RS18805	D5R57_RS19510	STM3550	SL1344_RS18300	STM474_RS18300
STM14_RS18815	D5R57_RS19520	STM3552	SL1344_RS18310	STM474_RS18310
STM14_RS18880	D5R57_RS19585	STM3565	SL1344_RS18375	STM474_RS18375
STM14_RS18885	D5R57_RS19590	STM3566	SL1344_RS18380	STM474_RS18380
STM14_RS18915	D5R57_RS19620	STM3572	SL1344_RS18410	STM474_RS18410
STM14_RS18920	D5R57_RS19625	STM3573	SL1344_RS18415	STM474_RS18415
STM14_RS18930	D5R57_RS19635	STM3575	SL1344_RS18425	STM474_RS18425
STM14_RS18935	D5R57_RS19640	STM3576	SL1344_RS18430	STM474_RS18430
STM14_RS18940	D5R57_RS19645	STM3577	SL1344_RS18435	STM474_RS18435
STM14_RS18950	D5R57_RS19655	STM3579	SL1344_RS18445	STM474_RS18445
STM14_RS18955	D5R57_RS19660	STM3580	SL1344_RS18450	STM474_RS18450
STM14_RS18965	D5R57_RS19670	STM3582	SL1344_RS18460	STM474_RS18460
STM14_RS18970	D5R57_RS19675	STM3583	SL1344_RS18465	STM474_RS18465
STM14_RS18975	D5R57_RS19680	STM3584	SL1344_RS18470	STM474_RS18470
STM14_RS19000	D5R57_RS19705	STM3589	SL1344_RS18495	STM474_RS18495
STM14_RS19010	D5R57_RS19715	STM3591	SL1344_RS18505	STM474_RS18505
STM14_RS19015	D5R57_RS19720	STM3592	SL1344_RS18510	STM474_RS18510
STM14_RS19035	D5R57_RS19740	STM3596	SL1344_RS18530	STM474_RS18530
STM14_RS19040	D5R57_RS19745	STM3597	SL1344_RS18535	STM474_RS18535
STM14_RS19070	D5R57_RS19775	STM3603	SL1344_RS18565	STM474_RS18565
STM14_RS19080	D5R57_RS19785	STM3605	SL1344_RS18575	STM474_RS18575
STM14_RS19090	D5R57_RS19795	STM3607	SL1344_RS18585	STM474_RS18585
STM14_RS19095	D5R57_RS19800	STM3608	SL1344_RS18590	STM474_RS18590
STM14_RS19100	D5R57_RS19805	STM3609	SL1344_RS18595	STM474_RS18595
STM14_RS19115	D5R57_RS19820	STM3612	SL1344_RS18610	STM474_RS18610
STM14_RS19165	D5R57_RS19875	STM3622	SL1344_RS18660	STM474_RS18660
STM14_RS19170	D5R57_RS19880	STM3623	SL1344_RS18665	STM474_RS18665
STM14_RS19190	D5R57_RS19900	STM3625	SL1344_RS18685	STM474_RS18685
STM14_RS19230	D5R57_RS19940	STM3633	SL1344_RS18725	STM474_RS18725
STM14_RS19280	D5R57_RS19990	STM3642	SL1344_RS18775	STM474_RS18775
STM14_RS19285	D5R57_RS19995	STM3643	SL1344_RS18780	STM474_RS18780
STM14_RS19295	D5R57_RS20005	STM3645	SL1344_RS18790	STM474_RS18790
STM14_RS19300	D5R57_RS20010	STM3646	SL1344_RS18795	STM474_RS18795
STM14_RS19310	D5R57_RS20020	STM3648	SL1344_RS18805	STM474_RS18805
STM14_RS19315	D5R57_RS20025	STM3649	SL1344_RS18810	STM474_RS18810
STM14_RS19320	D5R57_RS20030	STM3650	SL1344_RS18815	STM474_RS18815
STM14_RS19355	D5R57_RS20075	STM3658	SL1344_RS18850	STM474_RS18850
STM14_RS19375	D5R57_RS20100	STM3662	SL1344_RS18870	STM474_RS18870
STM14_RS19390	D5R57_RS20115	STM3664	SL1344_RS18885	STM474_RS18885
STM14_RS19395	D5R57_RS20120	STM3665	SL1344_RS18890	STM474_RS18890
STM14_RS19410	D5R57_RS20135	STM3668	SL1344_RS18905	STM474_RS18905
STM14_RS19415	D5R57_RS20140	STM3669	SL1344_RS18910	STM474_RS18910
STM14_RS19420	D5R57_RS20145	STM3670	SL1344_RS18915	STM474_RS18915
STM14_RS19425	D5R57_RS20150	STM3671	SL1344_RS18920	STM474_RS18920
STM14_RS19430	D5R57_RS20155	STM3672	SL1344_RS18925	STM474_RS18925
STM14_RS19435	D5R57_RS20160	STM3673	SL1344_RS18930	STM474_RS18930
STM14_RS19440	D5R57_RS20165	STM3674	SL1344_RS18935	STM474_RS18935
STM14_RS19445	D5R57_RS20170	STM3675	SL1344_RS18940	STM474_RS18940
STM14_RS19450	D5R57_RS20175	STM3676	SL1344_RS18945	STM474_RS18945
STM14_RS19455	D5R57_RS20180	STM3677	SL1344_RS18950	STM474_RS18950
STM14_RS19465	D5R57_RS20190	STM3679	SL1344_RS18960	STM474_RS18960
STM14_RS19475	D5R57_RS20200	STM3681	SL1344_RS18970	STM474_RS18970
STM14_RS19495	D5R57_RS20220	STM3685	SL1344_RS18990	STM474_RS18990
STM14_RS19500	D5R57_RS20230	STM3686	SL1344_RS18995	STM474_RS18995
STM14_RS19505	D5R57_RS20235	STM3687	SL1344_RS19000	STM474_RS19000
STM14_RS19515	D5R57_RS20245	STM3689	SL1344_RS19010	STM474_RS19010
STM14_RS19520	D5R57_RS20250	STM3690	SL1344_RS19015	STM474_RS19015
STM14_RS19525	D5R57_RS20255	STM3691	SL1344_RS19020	STM474_RS19020
STM14_RS19530	D5R57_RS20260	STM3692	SL1344_RS19025	STM474_RS19025
STM14_RS19535	D5R57_RS20265	STM3693	SL1344_RS19030	STM474_RS19030
STM14_RS19540	D5R57_RS20270	STM3694	SL1344_RS19035	STM474_RS19035
STM14_RS19545	D5R57_RS20275	STM3695	SL1344_RS19040	STM474_RS19040
STM14_RS19555	D5R57_RS20290	STM3697	SL1344_RS19050	STM474_RS19050
STM14_RS19590	D5R57_RS20325	STM3704	SL1344_RS19085	STM474_RS19085
STM14_RS19595	D5R57_RS20330	STM3705	SL1344_RS19090	STM474_RS19090
STM14_RS19600	D5R57_RS20335	STM3706	SL1344_RS19095	STM474_RS19095
STM14_RS19620	D5R57_RS20355	STM3710	SL1344_RS19115	STM474_RS19115
STM14_RS19625	D5R57_RS20360	STM3711	SL1344_RS19120	STM474_RS19120
STM14_RS19630	D5R57_RS20365	STM3712	SL1344_RS19125	STM474_RS19125
STM14_RS19635	D5R57_RS20370	STM3713	SL1344_RS19130	STM474_RS19130
STM14_RS19690	D5R57_RS20430	STM3724	SL1344_RS19185	STM474_RS19185
STM14_RS19695	D5R57_RS20435	STM3725	SL1344_RS19190	STM474_RS19190
STM14_RS19720	D5R57_RS20460	STM3730	SL1344_RS19215	STM474_RS19215
STM14_RS19725	D5R57_RS20465	STM3731	SL1344_RS19220	STM474_RS19220
STM14_RS19730	D5R57_RS20470	STM3732	SL1344_RS19225	STM474_RS19225
STM14_RS19745	D5R57_RS20490	STM3735	SL1344_RS19240	STM474_RS19240
STM14_RS19755	D5R57_RS20500	STM3737	SL1344_RS19250	STM474_RS19250
STM14_RS19760	D5R57_RS20510	STM3738	SL1344_RS19255	STM474_RS19255
STM14_RS19770	D5R57_RS20520	STM3740	SL1344_RS19265	STM474_RS19265
STM14_RS19775	D5R57_RS20525	STM3741	SL1344_RS19270	STM474_RS19270
STM14_RS19780	D5R57_RS20530	STM3742	SL1344_RS19275	STM474_RS19275
STM14_RS19785	D5R57_RS20535	STM3743	SL1344_RS19280	STM474_RS19280
STM14_RS19790	D5R57_RS20540	STM3744	SL1344_RS19285	STM474_RS19285
STM14_RS19805	D5R57_RS20555	STM3747	SL1344_RS19300	STM474_RS19300
STM14_RS19810	D5R57_RS20560	STM3748	SL1344_RS19305	STM474_RS19305
STM14_RS19835	D5R57_RS20590	STM3753	SL1344_RS19330	STM474_RS19330
STM14_RS19845	D5R57_RS20605	STM3755	SL1344_RS19340	STM474_RS19340
STM14_RS19850	D5R57_RS20615	STM3756	SL1344_RS19345	STM474_RS19345
STM14_RS19855	D5R57_RS20620	STM3757	SL1344_RS19350	STM474_RS19350
STM14_RS19870	D5R57_RS20640	STM3761	SL1344_RS19365	STM474_RS19365
STM14_RS19890	D5R57_RS20670	STM3765	SL1344_RS19385	STM474_RS19385
STM14_RS19935	D5R57_RS20720	STM3774	SL1344_RS19430	STM474_RS19430
STM14_RS19940	D5R57_RS20725	STM3775	SL1344_RS19435	STM474_RS19435
STM14_RS19950	D5R57_RS20735	STM3777	SL1344_RS19445	STM474_RS19445
STM14_RS19955	D5R57_RS20740	STM3778	SL1344_RS19450	STM474_RS19450
STM14_RS20035	D5R57_RS20820	STM3794	SL1344_RS19530	STM474_RS19530
STM14_RS20055	D5R57_RS20845	STM3796B	SL1344_RS19550	STM474_RS19550
STM14_RS20065	D5R57_RS20855	STM3798	SL1344_RS19560	STM474_RS19560
STM14_RS20080	D5R57_RS20870	STM3801	SL1344_RS19575	STM474_RS19575
STM14_RS20085	D5R57_RS20875	STM3802	SL1344_RS19580	STM474_RS19580
STM14_RS20120	D5R57_RS20910	STM3810	SL1344_RS19615	STM474_RS19615
STM14_RS20190	D5R57_RS20980	STM3824	SL1344_RS19685	STM474_RS19685
STM14_RS20200	D5R57_RS20990	STM3826	SL1344_RS19695	STM474_RS19695
STM14_RS20235	D5R57_RS21025	STM3832	SL1344_RS19730	STM474_RS19730
STM14_RS20240	D5R57_RS21030	STM3833	SL1344_RS19735	STM474_RS19735
STM14_RS20245	D5R57_RS21035	STM3834	SL1344_RS19740	STM474_RS19740
STM14_RS20270	D5R57_RS21060	STM3839	SL1344_RS19765	STM474_RS19765
STM14_RS20275	D5R57_RS21065	STM3840	SL1344_RS19770	STM474_RS19770
STM14_RS20280	D5R57_RS21070	STM3841	SL1344_RS19775	STM474_RS19775
STM14_RS20285	D5R57_RS21075	STM3842	SL1344_RS19780	STM474_RS19780
STM14_RS20290	D5R57_RS21080	STM3843	SL1344_RS19785	STM474_RS19785
STM14_RS20305	D5R57_RS21100	STM3845	SL1344_RS19800	STM474_RS19800
STM14_RS20310	D5R57_RS21105	STM3846	SL1344_RS19805	STM474_RS19805
STM14_RS20315	D5R57_RS21115	STM3847	SL1344_RS19810	STM474_RS19810
STM14_RS20320	D5R57_RS21120	STM3848	SL1344_RS19815	STM474_RS19815
STM14_RS20325	D5R57_RS21125	STM3849	SL1344_RS19820	STM474_RS19820
STM14_RS20330	D5R57_RS21130	STM3850	SL1344_RS19825	STM474_RS19825
STM14_RS20340	D5R57_RS21140	STM3852	SL1344_RS19835	STM474_RS19835
STM14_RS20380	D5R57_RS21180	STM3860	SL1344_RS19875	STM474_RS19875
STM14_RS20465	D5R57_RS21275	STM3877	SL1344_RS19960	STM474_RS19960
STM14_RS20480	D5R57_RS21290	STM3880	SL1344_RS19975	STM474_RS19975
STM14_RS20485	D5R57_RS21295	STM3881	SL1344_RS19980	STM474_RS19980
STM14_RS20490	D5R57_RS21300	STM3882	SL1344_RS19985	STM474_RS19985
STM14_RS20495	D5R57_RS21305	STM3883	SL1344_RS19990	STM474_RS19990
STM14_RS20500	D5R57_RS21310	STM3884	SL1344_RS19995	STM474_RS19995
STM14_RS20505	D5R57_RS21315	STM3885	SL1344_RS20000	STM474_RS20000
STM14_RS20510	D5R57_RS21320	STM3886	SL1344_RS20005	STM474_RS20005
STM14_RS20560	D5R57_RS21370	STM3898	SL1344_RS20060	STM474_RS20060
STM14_RS20570	D5R57_RS21380	STM3900	SL1344_RS20070	STM474_RS20070
STM14_RS20575	D5R57_RS21385	STM3901	SL1344_RS20075	STM474_RS20075
STM14_RS20580	D5R57_RS21390	STM3902	SL1344_RS20080	STM474_RS20080
STM14_RS20585	D5R57_RS21395	STM3903	SL1344_RS20085	STM474_RS20085
STM14_RS20590	D5R57_RS21400	STM3904	SL1344_RS20090	STM474_RS20090
STM14_RS20595	D5R57_RS21405	STM3905	SL1344_RS20095	STM474_RS20095
STM14_RS20600	D5R57_RS21410	STM3906	SL1344_RS20100	STM474_RS20100
STM14_RS20605	D5R57_RS21415	STM3907	SL1344_RS20105	STM474_RS20105
STM14_RS20615	D5R57_RS21425	STM3909	SL1344_RS20115	STM474_RS20115
STM14_RS20630	D5R57_RS21445	STM3912	SL1344_RS20130	STM474_RS20130
STM14_RS20645	D5R57_RS21465	STM3915	SL1344_RS20145	STM474_RS20145
STM14_RS20650	D5R57_RS21475	STM3917	SL1344_RS20150	STM474_RS20150
STM14_RS20655	D5R57_RS21480	STM3918	SL1344_RS20155	STM474_RS20155
STM14_RS20660	D5R57_RS21485	STM3919	SL1344_RS20160	STM474_RS20160
STM14_RS20665	D5R57_RS21490	STM3920	SL1344_RS20165	STM474_RS20165
STM14_RS20670	D5R57_RS21495	STM3921	SL1344_RS20170	STM474_RS20170
STM14_RS20690	D5R57_RS21515	STM3925	SL1344_RS20190	STM474_RS20190
STM14_RS20695	D5R57_RS21520	STM3926	SL1344_RS20195	STM474_RS20195
STM14_RS20700	D5R57_RS21525	STM3927	SL1344_RS20200	STM474_RS20200
STM14_RS20705	D5R57_RS21530	STM3928	SL1344_RS20205	STM474_RS20205
STM14_RS20710	D5R57_RS21535	STM3929	SL1344_RS20210	STM474_RS20210
STM14_RS20715	D5R57_RS21540	STM3930	SL1344_RS20215	STM474_RS20215
STM14_RS20760	D5R57_RS21585	STM3939	SL1344_RS20260	STM474_RS20260
STM14_RS20765	D5R57_RS21590	STM3940	SL1344_RS20265	STM474_RS20265
STM14_RS20770	D5R57_RS21595	STM3941	SL1344_RS20270	STM474_RS20270
STM14_RS20775	D5R57_RS21600	STM3942	SL1344_RS20275	STM474_RS20275
STM14_RS20790	D5R57_RS21625	STM3946	SL1344_RS20290	STM474_RS20290
STM14_RS20795	D5R57_RS21630	STM3947	SL1344_RS20295	STM474_RS20295
STM14_RS20800	D5R57_RS21635	STM3948	SL1344_RS20300	STM474_RS20300
STM14_RS20805	D5R57_RS21640	STM3949	SL1344_RS20305	STM474_RS20305
STM14_RS20810	D5R57_RS21645	STM3950	SL1344_RS20310	STM474_RS20310
STM14_RS20815	D5R57_RS21650	STM3951	SL1344_RS20315	STM474_RS20315
STM14_RS20820	D5R57_RS21660	STM3952	SL1344_RS20320	STM474_RS20320
STM14_RS20845	D5R57_RS21685	STM3957	SL1344_RS20345	STM474_RS20345
STM14_RS20850	D5R57_RS21690	STM3958	SL1344_RS20350	STM474_RS20350
STM14_RS20855	D5R57_RS21695	STM3959	SL1344_RS20355	STM474_RS20355
STM14_RS20865	D5R57_RS21705	STM3961	SL1344_RS20365	STM474_RS20365
STM14_RS20870	D5R57_RS21710	STM3962	SL1344_RS20370	STM474_RS20370
STM14_RS20875	D5R57_RS21715	STM3963	SL1344_RS20375	STM474_RS20375
STM14_RS20885	D5R57_RS21725	STM3965	SL1344_RS20385	STM474_RS20385
STM14_RS20890	D5R57_RS21730	STM3966	SL1344_RS20390	STM474_RS20390
STM14_RS20900	D5R57_RS21740	STM3968	SL1344_RS20400	STM474_RS20400
STM14_RS20905	D5R57_RS21745	STM3969	SL1344_RS20405	STM474_RS20405
STM14_RS20910	D5R57_RS21750	STM3970	SL1344_RS20410	STM474_RS20410
STM14_RS20915	D5R57_RS21755	STM3971	SL1344_RS20415	STM474_RS20415
STM14_RS20920	D5R57_RS21760	STM3972	SL1344_RS20420	STM474_RS20420
STM14_RS20925	D5R57_RS21765	STM3973	SL1344_RS20425	STM474_RS20425
STM14_RS20930	D5R57_RS21770	STM3974	SL1344_RS20430	STM474_RS20430
STM14_RS20935	D5R57_RS21775	STM3975	SL1344_RS20435	STM474_RS20435
STM14_RS20940	D5R57_RS21780	STM3976	SL1344_RS20440	STM474_RS20440
STM14_RS20950	D5R57_RS21790	STM3978	SL1344_RS20450	STM474_RS20450
STM14_RS20955	D5R57_RS21795	STM3979	SL1344_RS20455	STM474_RS20455
STM14_RS20975	D5R57_RS21815	STM3984	SL1344_RS20475	STM474_RS20475
STM14_RS20980	D5R57_RS21820	STM3985	SL1344_RS20480	STM474_RS20480
STM14_RS20985	D5R57_RS21825	STM3986	SL1344_RS20485	STM474_RS20485
STM14_RS20990	D5R57_RS21830	STM3987	SL1344_RS20490	STM474_RS20490
STM14_RS21030	D5R57_RS21875	STM3995	SL1344_RS20530	STM474_RS20530
STM14_RS21035	D5R57_RS21880	STM3996	SL1344_RS20535	STM474_RS20535
STM14_RS21040	D5R57_RS21885	STM3997	SL1344_RS20540	STM474_RS20540
STM14_RS21055	D5R57_RS21900	STM3999	SL1344_RS20555	STM474_RS20555
STM14_RS21065	D5R57_RS21910	STM4002	SL1344_RS20565	STM474_RS20565
STM14_RS21070	D5R57_RS21915	STM4003	SL1344_RS20570	STM474_RS20570
STM14_RS21075	D5R57_RS21920	STM4004	SL1344_RS20575	STM474_RS20575
STM14_RS21095	D5R57_RS21955	STM4009	SL1344_RS20595	STM474_RS20595
